Subgroup,Phase,Time Period,Time Period Start Date,Time Period End Date,Value,Low CI,High CI
Rhode Island,1,11,2020-07-09,2020-07-14,54.8,48.6,61.0
South Carolina,1,11,2020-07-09,2020-07-14,45.3,38.8,52.0
South Dakota,1,11,2020-07-09,2020-07-14,42.5,36.9,48.3
Tennessee,1,11,2020-07-09,2020-07-14,39.9,35.7,44.3
Texas,1,11,2020-07-09,2020-07-14,44.6,41.0,48.3
Utah,1,11,2020-07-09,2020-07-14,40.9,36.8,45.1
Vermont,1,11,2020-07-09,2020-07-14,44.7,39.4,50.1
Virginia,1,11,2020-07-09,2020-07-14,52.1,47.2,57.1
Washington,1,11,2020-07-09,2020-07-14,47.3,44.4,50.3
West Virginia,1,11,2020-07-09,2020-07-14,48.8,43.6,54.1
Wisconsin,1,11,2020-07-09,2020-07-14,41.9,36.0,47.9
Wyoming,1,11,2020-07-09,2020-07-14,34.9,29.9,40.0
United States,1,12,2020-07-16,2020-07-21,44.4,43.5,45.2
18 - 29 years,1,12,2020-07-16,2020-07-21,41.9,39.6,44.2
30 - 39 years,1,12,2020-07-16,2020-07-21,48.2,46.4,50.0
40 - 49 years,1,12,2020-07-16,2020-07-21,47.7,45.9,49.5
50 - 59 years,1,12,2020-07-16,2020-07-21,46.9,45.2,48.6
60 - 69 years,1,12,2020-07-16,2020-07-21,42.8,40.7,44.9
70 - 79 years,1,12,2020-07-16,2020-07-21,37.3,34.9,39.8
80 years and above,1,12,2020-07-16,2020-07-21,29.7,25.4,34.3
Male,1,12,2020-07-16,2020-07-21,40.1,38.9,41.4
Female,1,12,2020-07-16,2020-07-21,48.3,47.2,49.4
Hispanic or Latino,1,12,2020-07-16,2020-07-21,42.9,40.6,45.2
"Non-Hispanic White, single race",1,12,2020-07-16,2020-07-21,44.4,43.3,45.4
"Non-Hispanic Black, single race",1,12,2020-07-16,2020-07-21,45.2,42.9,47.6
"Non-Hispanic Asian, single race",1,12,2020-07-16,2020-07-21,39.7,36.2,43.4
"Non-Hispanic, other races and multiple races",1,12,2020-07-16,2020-07-21,53.2,49.4,57.1
Less than a high school diploma,1,12,2020-07-16,2020-07-21,38.0,34.1,41.9
High school diploma or GED,1,12,2020-07-16,2020-07-21,41.4,39.3,43.4
Some college/Associate's degree,1,12,2020-07-16,2020-07-21,47.1,45.8,48.4
Bachelor's degree or higher,1,12,2020-07-16,2020-07-21,46.2,45.1,47.3
Alabama,1,12,2020-07-16,2020-07-21,52.3,46.9,57.5
Alaska,1,12,2020-07-16,2020-07-21,47.7,42.5,53.0
Arizona,1,12,2020-07-16,2020-07-21,46.6,42.2,51.0
Arkansas,1,12,2020-07-16,2020-07-21,43.3,37.6,49.2
California,1,12,2020-07-16,2020-07-21,45.9,43.0,48.9
Colorado,1,12,2020-07-16,2020-07-21,44.6,40.1,49.2
Connecticut,1,12,2020-07-16,2020-07-21,44.1,39.1,49.1
Delaware,1,12,2020-07-16,2020-07-21,40.4,34.7,46.4
District of Columbia,1,12,2020-07-16,2020-07-21,57.7,52.1,63.2
Florida,1,12,2020-07-16,2020-07-21,41.4,38.4,44.4
Georgia,1,12,2020-07-16,2020-07-21,44.5,40.2,48.9
Hawaii,1,12,2020-07-16,2020-07-21,37.5,31.6,43.7
Idaho,1,12,2020-07-16,2020-07-21,39.0,33.3,44.8
Illinois,1,12,2020-07-16,2020-07-21,45.6,42.2,49.1
Indiana,1,12,2020-07-16,2020-07-21,44.0,39.4,48.6
Iowa,1,12,2020-07-16,2020-07-21,38.8,33.5,44.4
Kansas,1,12,2020-07-16,2020-07-21,42.2,36.8,47.7
Kentucky,1,12,2020-07-16,2020-07-21,36.9,32.4,41.6
Louisiana,1,12,2020-07-16,2020-07-21,43.2,36.9,49.8
Maine,1,12,2020-07-16,2020-07-21,51.5,45.1,57.8
Maryland,1,12,2020-07-16,2020-07-21,46.2,41.4,51.1
Massachusetts,1,12,2020-07-16,2020-07-21,45.3,40.6,50.0
Michigan,1,12,2020-07-16,2020-07-21,46.1,41.8,50.4
Minnesota,1,12,2020-07-16,2020-07-21,43.3,38.1,48.5
Mississippi,1,12,2020-07-16,2020-07-21,43.5,38.6,48.5
Missouri,1,12,2020-07-16,2020-07-21,43.8,38.9,48.7
Montana,1,12,2020-07-16,2020-07-21,43.1,37.1,49.3
Nebraska,1,12,2020-07-16,2020-07-21,36.3,32.2,40.5
Nevada,1,12,2020-07-16,2020-07-21,46.8,42.5,51.0
New Hampshire,1,12,2020-07-16,2020-07-21,40.8,35.5,46.2
New Jersey,1,12,2020-07-16,2020-07-21,43.3,38.8,47.8
New Mexico,1,12,2020-07-16,2020-07-21,52.2,46.2,58.1
New York,1,12,2020-07-16,2020-07-21,41.8,36.3,47.4
North Carolina,1,12,2020-07-16,2020-07-21,37.0,32.6,41.6
North Dakota,1,12,2020-07-16,2020-07-21,35.6,30.3,41.1
Ohio,1,12,2020-07-16,2020-07-21,44.4,39.6,49.3
Oklahoma,1,12,2020-07-16,2020-07-21,43.8,39.2,48.4
Oregon,1,12,2020-07-16,2020-07-21,51.0,46.4,55.6
Pennsylvania,1,12,2020-07-16,2020-07-21,44.2,39.8,48.7
Rhode Island,1,12,2020-07-16,2020-07-21,40.2,33.8,46.8
South Carolina,1,12,2020-07-16,2020-07-21,45.6,40.5,50.8
South Dakota,1,12,2020-07-16,2020-07-21,40.5,33.1,48.1
Tennessee,1,12,2020-07-16,2020-07-21,44.8,38.9,50.8
Texas,1,12,2020-07-16,2020-07-21,45.8,41.9,49.6
Utah,1,12,2020-07-16,2020-07-21,37.9,33.9,41.9
Vermont,1,12,2020-07-16,2020-07-21,45.7,39.8,51.7
Virginia,1,12,2020-07-16,2020-07-21,50.2,45.4,54.9
Washington,1,12,2020-07-16,2020-07-21,51.5,47.1,56.0
West Virginia,1,12,2020-07-16,2020-07-21,42.2,33.7,51.0
Wisconsin,1,12,2020-07-16,2020-07-21,39.2,34.6,44.1
Wyoming,1,12,2020-07-16,2020-07-21,43.8,36.9,51.0
United States,2,13,2020-08-19,2020-08-31,39.1,38.6,39.6
18 - 29 years,2,13,2020-08-19,2020-08-31,38.7,36.8,40.5
30 - 39 years,2,13,2020-08-19,2020-08-31,40.9,39.5,42.3
40 - 49 years,2,13,2020-08-19,2020-08-31,42.3,41.1,43.5
50 - 59 years,2,13,2020-08-19,2020-08-31,42.4,41.0,43.9
60 - 69 years,2,13,2020-08-19,2020-08-31,36.7,35.6,37.8
70 - 79 years,2,13,2020-08-19,2020-08-31,33.6,31.9,35.3
80 years and above,2,13,2020-08-19,2020-08-31,25.4,22.5,28.5
Male,2,13,2020-08-19,2020-08-31,35.1,34.3,35.9
Female,2,13,2020-08-19,2020-08-31,42.7,41.9,43.6
Hispanic or Latino,2,13,2020-08-19,2020-08-31,42.5,40.7,44.4
"Non-Hispanic White, single race",2,13,2020-08-19,2020-08-31,38.1,37.6,38.7
"Non-Hispanic Black, single race",2,13,2020-08-19,2020-08-31,40.3,38.3,42.2
"Non-Hispanic Asian, single race",2,13,2020-08-19,2020-08-31,34.8,32.5,37.0
"Non-Hispanic, other races and multiple races",2,13,2020-08-19,2020-08-31,44.4,41.5,47.3
Less than a high school diploma,2,13,2020-08-19,2020-08-31,41.6,38.5,44.6
High school diploma or GED,2,13,2020-08-19,2020-08-31,33.2,31.9,34.5
Some college/Associate's degree,2,13,2020-08-19,2020-08-31,41.7,40.9,42.5
Bachelor's degree or higher,2,13,2020-08-19,2020-08-31,41.5,40.8,42.2
Alabama,2,13,2020-08-19,2020-08-31,36.9,32.7,41.3
Alaska,2,13,2020-08-19,2020-08-31,42.9,39.7,46.2
Arizona,2,13,2020-08-19,2020-08-31,42.0,38.7,45.4
Arkansas,2,13,2020-08-19,2020-08-31,35.6,31.9,39.4
California,2,13,2020-08-19,2020-08-31,42.9,40.5,45.3
Colorado,2,13,2020-08-19,2020-08-31,39.1,36.4,42.0
Connecticut,2,13,2020-08-19,2020-08-31,40.6,36.5,44.7
Delaware,2,13,2020-08-19,2020-08-31,35.1,31.2,39.0
District of Columbia,2,13,2020-08-19,2020-08-31,49.1,43.8,54.5
Florida,2,13,2020-08-19,2020-08-31,43.2,40.4,46.1
Georgia,2,13,2020-08-19,2020-08-31,39.6,36.7,42.6
Hawaii,2,13,2020-08-19,2020-08-31,43.5,39.1,47.9
Idaho,2,13,2020-08-19,2020-08-31,31.5,28.0,35.2
Illinois,2,13,2020-08-19,2020-08-31,39.0,35.7,42.5
Indiana,2,13,2020-08-19,2020-08-31,37.4,34.1,40.9
Iowa,2,13,2020-08-19,2020-08-31,35.4,32.4,38.6
Kansas,2,13,2020-08-19,2020-08-31,34.9,31.6,38.3
Kentucky,2,13,2020-08-19,2020-08-31,36.7,32.5,40.9
Louisiana,2,13,2020-08-19,2020-08-31,36.5,32.7,40.5
Maine,2,13,2020-08-19,2020-08-31,45.1,40.0,50.3
Maryland,2,13,2020-08-19,2020-08-31,42.4,38.3,46.7
Massachusetts,2,13,2020-08-19,2020-08-31,43.3,40.8,45.8
Michigan,2,13,2020-08-19,2020-08-31,40.2,36.7,43.9
Minnesota,2,13,2020-08-19,2020-08-31,37.5,34.3,40.9
Mississippi,2,13,2020-08-19,2020-08-31,36.2,31.8,40.7
Missouri,2,13,2020-08-19,2020-08-31,35.8,32.6,39.0
Montana,2,13,2020-08-19,2020-08-31,32.3,28.7,36.0
Nebraska,2,13,2020-08-19,2020-08-31,33.6,29.8,37.5
Nevada,2,13,2020-08-19,2020-08-31,39.6,36.6,42.6
New Hampshire,2,13,2020-08-19,2020-08-31,35.4,30.9,40.1
New Jersey,2,13,2020-08-19,2020-08-31,40.1,37.0,43.3
New Mexico,2,13,2020-08-19,2020-08-31,44.1,39.2,49.1
New York,2,13,2020-08-19,2020-08-31,38.9,35.5,42.3
North Carolina,2,13,2020-08-19,2020-08-31,36.0,32.5,39.5
North Dakota,2,13,2020-08-19,2020-08-31,28.7,24.2,33.6
Ohio,2,13,2020-08-19,2020-08-31,35.4,32.0,38.9
Oklahoma,2,13,2020-08-19,2020-08-31,36.4,32.6,40.3
Oregon,2,13,2020-08-19,2020-08-31,41.8,39.3,44.3
Pennsylvania,2,13,2020-08-19,2020-08-31,37.7,34.7,40.7
Rhode Island,2,13,2020-08-19,2020-08-31,37.2,32.5,42.2
South Carolina,2,13,2020-08-19,2020-08-31,31.3,28.2,34.7
South Dakota,2,13,2020-08-19,2020-08-31,27.0,22.9,31.4
Tennessee,2,13,2020-08-19,2020-08-31,36.3,33.1,39.5
Texas,2,13,2020-08-19,2020-08-31,39.8,37.6,42.1
Utah,2,13,2020-08-19,2020-08-31,32.7,30.0,35.5
Vermont,2,13,2020-08-19,2020-08-31,35.5,30.3,40.9
Virginia,2,13,2020-08-19,2020-08-31,38.4,35.1,41.7
Washington,2,13,2020-08-19,2020-08-31,40.0,37.3,42.8
West Virginia,2,13,2020-08-19,2020-08-31,33.2,28.5,38.2
Wisconsin,2,13,2020-08-19,2020-08-31,35.0,31.7,38.5
Wyoming,2,13,2020-08-19,2020-08-31,31.4,26.8,36.3
United States,2,14,2020-09-02,2020-09-14,37.7,36.9,38.5
18 - 29 years,2,14,2020-09-02,2020-09-14,36.8,35.1,38.6
30 - 39 years,2,14,2020-09-02,2020-09-14,40.8,39.2,42.4
40 - 49 years,2,14,2020-09-02,2020-09-14,40.9,39.4,42.4
50 - 59 years,2,14,2020-09-02,2020-09-14,39.4,38.1,40.8
60 - 69 years,2,14,2020-09-02,2020-09-14,36.0,34.5,37.5
70 - 79 years,2,14,2020-09-02,2020-09-14,30.7,28.8,32.6
80 years and above,2,14,2020-09-02,2020-09-14,27.9,23.3,33.0
Male,2,14,2020-09-02,2020-09-14,34.2,33.1,35.4
Female,2,14,2020-09-02,2020-09-14,40.9,39.9,41.8
Hispanic or Latino,2,14,2020-09-02,2020-09-14,40.9,38.5,43.4
"Non-Hispanic White, single race",2,14,2020-09-02,2020-09-14,36.2,35.4,37.1
"Non-Hispanic Black, single race",2,14,2020-09-02,2020-09-14,38.3,36.3,40.4
"Non-Hispanic Asian, single race",2,14,2020-09-02,2020-09-14,38.7,36.5,41.0
"Non-Hispanic, other races and multiple races",2,14,2020-09-02,2020-09-14,45.9,42.6,49.3
Less than a high school diploma,2,14,2020-09-02,2020-09-14,36.6,32.6,40.7
High school diploma or GED,2,14,2020-09-02,2020-09-14,33.2,31.5,35.0
Some college/Associate's degree,2,14,2020-09-02,2020-09-14,40.3,39.3,41.3
Bachelor's degree or higher,2,14,2020-09-02,2020-09-14,39.5,39.0,40.0
Alabama,2,14,2020-09-02,2020-09-14,36.1,32.3,40.0
Alaska,2,14,2020-09-02,2020-09-14,36.0,33.3,38.7
Arizona,2,14,2020-09-02,2020-09-14,39.5,36.2,42.8
Arkansas,2,14,2020-09-02,2020-09-14,31.9,27.8,36.2
California,2,14,2020-09-02,2020-09-14,44.1,41.4,46.9
Colorado,2,14,2020-09-02,2020-09-14,37.9,34.9,40.9
Connecticut,2,14,2020-09-02,2020-09-14,36.3,33.3,39.5
Delaware,2,14,2020-09-02,2020-09-14,39.6,34.2,45.1
District of Columbia,2,14,2020-09-02,2020-09-14,47.4,40.9,53.9
Florida,2,14,2020-09-02,2020-09-14,35.7,32.6,39.0
Georgia,2,14,2020-09-02,2020-09-14,37.7,34.3,41.3
Hawaii,2,14,2020-09-02,2020-09-14,39.7,34.5,45.1
Idaho,2,14,2020-09-02,2020-09-14,35.9,31.6,40.4
Illinois,2,14,2020-09-02,2020-09-14,36.3,32.9,39.9
Indiana,2,14,2020-09-02,2020-09-14,37.4,34.7,40.2
Iowa,2,14,2020-09-02,2020-09-14,31.3,27.9,34.8
Kansas,2,14,2020-09-02,2020-09-14,31.7,28.3,35.2
Kentucky,2,14,2020-09-02,2020-09-14,38.6,35.0,42.2
Louisiana,2,14,2020-09-02,2020-09-14,38.7,34.1,43.6
Maine,2,14,2020-09-02,2020-09-14,39.1,33.3,45.0
Maryland,2,14,2020-09-02,2020-09-14,40.8,37.5,44.2
Massachusetts,2,14,2020-09-02,2020-09-14,39.7,36.4,43.1
Michigan,2,14,2020-09-02,2020-09-14,37.8,34.4,41.4
Minnesota,2,14,2020-09-02,2020-09-14,34.5,31.7,37.3
Mississippi,2,14,2020-09-02,2020-09-14,36.6,32.4,41.0
Missouri,2,14,2020-09-02,2020-09-14,34.3,30.6,38.1
Montana,2,14,2020-09-02,2020-09-14,33.5,29.2,38.0
Nebraska,2,14,2020-09-02,2020-09-14,31.8,28.5,35.2
Nevada,2,14,2020-09-02,2020-09-14,35.8,32.4,39.3
New Hampshire,2,14,2020-09-02,2020-09-14,40.0,36.9,43.1
New Jersey,2,14,2020-09-02,2020-09-14,38.4,34.8,42.2
New Mexico,2,14,2020-09-02,2020-09-14,40.2,36.1,44.5
New York,2,14,2020-09-02,2020-09-14,39.3,36.1,42.7
North Carolina,2,14,2020-09-02,2020-09-14,33.6,30.4,36.9
North Dakota,2,14,2020-09-02,2020-09-14,28.2,23.9,32.7
Ohio,2,14,2020-09-02,2020-09-14,34.4,29.8,39.3
Oklahoma,2,14,2020-09-02,2020-09-14,32.9,29.0,36.9
Oregon,2,14,2020-09-02,2020-09-14,43.3,40.4,46.1
Pennsylvania,2,14,2020-09-02,2020-09-14,36.2,33.3,39.1
Rhode Island,2,14,2020-09-02,2020-09-14,41.4,36.8,46.2
South Carolina,2,14,2020-09-02,2020-09-14,36.0,31.9,40.4
South Dakota,2,14,2020-09-02,2020-09-14,27.2,23.7,31.0
Tennessee,2,14,2020-09-02,2020-09-14,32.8,29.8,35.9
Texas,2,14,2020-09-02,2020-09-14,37.5,34.4,40.6
Utah,2,14,2020-09-02,2020-09-14,31.6,28.6,34.7
Vermont,2,14,2020-09-02,2020-09-14,33.7,29.6,38.1
Virginia,2,14,2020-09-02,2020-09-14,39.7,36.6,42.8
Washington,2,14,2020-09-02,2020-09-14,40.3,37.9,42.6
West Virginia,2,14,2020-09-02,2020-09-14,36.2,31.6,41.0
Wisconsin,2,14,2020-09-02,2020-09-14,32.5,29.4,35.8
Wyoming,2,14,2020-09-02,2020-09-14,30.5,26.3,35.0
United States,2,15,2020-09-16,2020-09-28,36.4,35.7,37.0
18 - 29 years,2,15,2020-09-16,2020-09-28,35.6,33.7,37.5
30 - 39 years,2,15,2020-09-16,2020-09-28,39.1,37.6,40.6
40 - 49 years,2,15,2020-09-16,2020-09-28,39.8,38.1,41.5
50 - 59 years,2,15,2020-09-16,2020-09-28,38.4,36.9,39.9
60 - 69 years,2,15,2020-09-16,2020-09-28,33.8,32.2,35.4
70 - 79 years,2,15,2020-09-16,2020-09-28,29.7,27.9,31.6
80 years and above,2,15,2020-09-16,2020-09-28,29.8,25.0,34.8
Male,2,15,2020-09-16,2020-09-28,32.3,31.4,33.1
Female,2,15,2020-09-16,2020-09-28,40.1,39.2,41.1
Hispanic or Latino,2,15,2020-09-16,2020-09-28,40.5,38.2,42.9
"Non-Hispanic White, single race",2,15,2020-09-16,2020-09-28,34.8,34.2,35.4
"Non-Hispanic Black, single race",2,15,2020-09-16,2020-09-28,36.3,34.0,38.7
"Non-Hispanic Asian, single race",2,15,2020-09-16,2020-09-28,37.3,35.2,39.4
"Non-Hispanic, other races and multiple races",2,15,2020-09-16,2020-09-28,44.7,41.9,47.5
Less than a high school diploma,2,15,2020-09-16,2020-09-28,35.5,31.7,39.3
High school diploma or GED,2,15,2020-09-16,2020-09-28,31.5,30.1,32.9
Some college/Associate's degree,2,15,2020-09-16,2020-09-28,38.7,37.8,39.6
Bachelor's degree or higher,2,15,2020-09-16,2020-09-28,38.7,37.9,39.5
Alabama,2,15,2020-09-16,2020-09-28,36.2,32.0,40.6
Alaska,2,15,2020-09-16,2020-09-28,42.8,38.4,47.3
Arizona,2,15,2020-09-16,2020-09-28,34.8,31.6,38.0
Arkansas,2,15,2020-09-16,2020-09-28,37.1,33.2,41.2
California,2,15,2020-09-16,2020-09-28,43.2,40.7,45.7
Colorado,2,15,2020-09-16,2020-09-28,36.4,33.2,39.7
Connecticut,2,15,2020-09-16,2020-09-28,39.2,35.7,42.8
Delaware,2,15,2020-09-16,2020-09-28,33.2,28.0,38.7
District of Columbia,2,15,2020-09-16,2020-09-28,43.7,38.8,48.6
Florida,2,15,2020-09-16,2020-09-28,37.3,34.5,40.1
Georgia,2,15,2020-09-16,2020-09-28,37.6,34.0,41.2
Hawaii,2,15,2020-09-16,2020-09-28,37.6,32.6,42.9
Idaho,2,15,2020-09-16,2020-09-28,33.2,29.6,36.9
Illinois,2,15,2020-09-16,2020-09-28,36.6,33.7,39.5
Indiana,2,15,2020-09-16,2020-09-28,32.2,29.0,35.5
Iowa,2,15,2020-09-16,2020-09-28,31.1,27.0,35.4
Kansas,2,15,2020-09-16,2020-09-28,31.1,28.0,34.4
Kentucky,2,15,2020-09-16,2020-09-28,32.4,28.9,36.1
Louisiana,2,15,2020-09-16,2020-09-28,33.2,29.4,37.2
Maine,2,15,2020-09-16,2020-09-28,33.6,28.9,38.5
Maryland,2,15,2020-09-16,2020-09-28,38.0,35.0,41.2
Massachusetts,2,15,2020-09-16,2020-09-28,38.1,34.9,41.3
Michigan,2,15,2020-09-16,2020-09-28,32.0,29.1,35.1
Minnesota,2,15,2020-09-16,2020-09-28,34.2,31.3,37.2
Mississippi,2,15,2020-09-16,2020-09-28,36.4,31.9,41.1
Missouri,2,15,2020-09-16,2020-09-28,30.8,28.3,33.3
Montana,2,15,2020-09-16,2020-09-28,34.1,30.1,38.3
Nebraska,2,15,2020-09-16,2020-09-28,30.3,26.3,34.5
Nevada,2,15,2020-09-16,2020-09-28,37.5,33.5,41.6
New Hampshire,2,15,2020-09-16,2020-09-28,33.0,29.7,36.4
New Jersey,2,15,2020-09-16,2020-09-28,38.9,34.9,42.9
New Mexico,2,15,2020-09-16,2020-09-28,42.0,37.8,46.3
New York,2,15,2020-09-16,2020-09-28,37.0,33.4,40.6
North Carolina,2,15,2020-09-16,2020-09-28,34.0,29.4,38.9
North Dakota,2,15,2020-09-16,2020-09-28,30.4,26.2,34.8
Ohio,2,15,2020-09-16,2020-09-28,31.9,28.5,35.5
Oklahoma,2,15,2020-09-16,2020-09-28,34.1,30.5,37.8
Oregon,2,15,2020-09-16,2020-09-28,42.4,39.7,45.2
Pennsylvania,2,15,2020-09-16,2020-09-28,33.2,30.0,36.5
Rhode Island,2,15,2020-09-16,2020-09-28,36.9,31.9,42.2
South Carolina,2,15,2020-09-16,2020-09-28,34.6,30.1,39.4
South Dakota,2,15,2020-09-16,2020-09-28,25.5,22.5,28.6
Tennessee,2,15,2020-09-16,2020-09-28,31.6,28.0,35.3
Texas,2,15,2020-09-16,2020-09-28,36.3,33.6,39.1
Utah,2,15,2020-09-16,2020-09-28,31.5,29.3,33.8
Vermont,2,15,2020-09-16,2020-09-28,28.6,23.4,34.1
Virginia,2,15,2020-09-16,2020-09-28,35.7,32.4,39.1
Washington,2,15,2020-09-16,2020-09-28,39.2,36.8,41.7
West Virginia,2,15,2020-09-16,2020-09-28,36.1,30.6,41.7
Wisconsin,2,15,2020-09-16,2020-09-28,32.3,28.8,36.0
Wyoming,2,15,2020-09-16,2020-09-28,28.4,24.3,32.8
United States,2,16,2020-09-30,2020-10-12,35.4,34.7,36.1
18 - 29 years,2,16,2020-09-30,2020-10-12,36.6,34.4,38.9
30 - 39 years,2,16,2020-09-30,2020-10-12,38.4,36.9,40.0
40 - 49 years,2,16,2020-09-30,2020-10-12,38.1,36.7,39.5
50 - 59 years,2,16,2020-09-30,2020-10-12,37.0,35.7,38.3
60 - 69 years,2,16,2020-09-30,2020-10-12,32.5,30.9,34.1
70 - 79 years,2,16,2020-09-30,2020-10-12,29.4,27.1,31.6
80 years and above,2,16,2020-09-30,2020-10-12,24.0,19.6,28.8
Male,2,16,2020-09-30,2020-10-12,31.7,30.6,32.7
Female,2,16,2020-09-30,2020-10-12,38.9,38.0,39.8
Hispanic or Latino,2,16,2020-09-30,2020-10-12,40.1,37.3,43.0
"Non-Hispanic White, single race",2,16,2020-09-30,2020-10-12,33.6,32.9,34.3
"Non-Hispanic Black, single race",2,16,2020-09-30,2020-10-12,35.3,33.1,37.5
"Non-Hispanic Asian, single race",2,16,2020-09-30,2020-10-12,38.1,35.6,40.7
"Non-Hispanic, other races and multiple races",2,16,2020-09-30,2020-10-12,44.5,41.1,48.0
Less than a high school diploma,2,16,2020-09-30,2020-10-12,36.9,33.4,40.6
High school diploma or GED,2,16,2020-09-30,2020-10-12,30.9,29.3,32.5
Some college/Associate's degree,2,16,2020-09-30,2020-10-12,37.9,37.0,38.8
Bachelor's degree or higher,2,16,2020-09-30,2020-10-12,36.8,36.1,37.6
Alabama,2,16,2020-09-30,2020-10-12,32.3,27.9,36.8
Alaska,2,16,2020-09-30,2020-10-12,40.9,37.9,43.8
Arizona,2,16,2020-09-30,2020-10-12,34.9,31.7,38.2
Arkansas,2,16,2020-09-30,2020-10-12,32.9,28.9,37.0
California,2,16,2020-09-30,2020-10-12,41.5,38.6,44.5
Colorado,2,16,2020-09-30,2020-10-12,33.6,31.0,36.3
Connecticut,2,16,2020-09-30,2020-10-12,33.9,30.5,37.4
Delaware,2,16,2020-09-30,2020-10-12,31.3,26.5,36.4
District of Columbia,2,16,2020-09-30,2020-10-12,43.0,37.5,48.6
Florida,2,16,2020-09-30,2020-10-12,37.0,34.0,40.0
Georgia,2,16,2020-09-30,2020-10-12,34.0,30.1,38.1
Hawaii,2,16,2020-09-30,2020-10-12,35.9,30.9,41.1
Idaho,2,16,2020-09-30,2020-10-12,29.5,26.2,33.0
Illinois,2,16,2020-09-30,2020-10-12,33.2,30.1,36.4
Indiana,2,16,2020-09-30,2020-10-12,30.7,27.7,33.7
Iowa,2,16,2020-09-30,2020-10-12,33.6,29.4,37.9
Kansas,2,16,2020-09-30,2020-10-12,29.8,26.2,33.7
Kentucky,2,16,2020-09-30,2020-10-12,31.7,27.1,36.6
Louisiana,2,16,2020-09-30,2020-10-12,30.5,26.1,35.1
Maine,2,16,2020-09-30,2020-10-12,35.8,30.6,41.2
Maryland,2,16,2020-09-30,2020-10-12,37.2,34.2,40.3
Massachusetts,2,16,2020-09-30,2020-10-12,40.0,36.5,43.6
Michigan,2,16,2020-09-30,2020-10-12,34.8,31.5,38.2
Minnesota,2,16,2020-09-30,2020-10-12,31.6,28.4,34.9
Mississippi,2,16,2020-09-30,2020-10-12,34.3,29.9,38.8
Missouri,2,16,2020-09-30,2020-10-12,31.9,28.6,35.4
Montana,2,16,2020-09-30,2020-10-12,33.6,28.8,38.7
Nebraska,2,16,2020-09-30,2020-10-12,29.2,25.6,33.0
Nevada,2,16,2020-09-30,2020-10-12,35.1,30.8,39.7
New Hampshire,2,16,2020-09-30,2020-10-12,32.0,27.9,36.2
New Jersey,2,16,2020-09-30,2020-10-12,34.6,31.0,38.3
New Mexico,2,16,2020-09-30,2020-10-12,40.6,36.8,44.3
New York,2,16,2020-09-30,2020-10-12,35.6,32.2,39.1
North Carolina,2,16,2020-09-30,2020-10-12,35.9,31.7,40.3
North Dakota,2,16,2020-09-30,2020-10-12,31.3,26.6,36.4
Ohio,2,16,2020-09-30,2020-10-12,34.6,30.1,39.4
Oklahoma,2,16,2020-09-30,2020-10-12,34.7,30.5,39.2
Oregon,2,16,2020-09-30,2020-10-12,38.2,35.6,40.8
Pennsylvania,2,16,2020-09-30,2020-10-12,31.7,28.5,34.9
Rhode Island,2,16,2020-09-30,2020-10-12,31.3,27.0,35.7
South Carolina,2,16,2020-09-30,2020-10-12,34.2,30.1,38.5
South Dakota,2,16,2020-09-30,2020-10-12,26.7,22.7,31.0
Tennessee,2,16,2020-09-30,2020-10-12,32.8,29.1,36.6
Texas,2,16,2020-09-30,2020-10-12,36.5,33.8,39.2
Utah,2,16,2020-09-30,2020-10-12,31.3,28.8,33.8
Vermont,2,16,2020-09-30,2020-10-12,39.6,33.9,45.5
Virginia,2,16,2020-09-30,2020-10-12,35.8,32.6,39.2
Washington,2,16,2020-09-30,2020-10-12,39.1,36.2,42.0
West Virginia,2,16,2020-09-30,2020-10-12,35.4,30.2,40.9
Wisconsin,2,16,2020-09-30,2020-10-12,30.0,26.8,33.5
Wyoming,2,16,2020-09-30,2020-10-12,27.2,22.9,31.8
United States,2,17,2020-10-14,2020-10-26,35.2,34.3,36.1
18 - 29 years,2,17,2020-10-14,2020-10-26,35.7,33.3,38.1
30 - 39 years,2,17,2020-10-14,2020-10-26,38.4,36.8,40.0
40 - 49 years,2,17,2020-10-14,2020-10-26,37.8,36.0,39.6
50 - 59 years,2,17,2020-10-14,2020-10-26,38.7,37.1,40.3
60 - 69 years,2,17,2020-10-14,2020-10-26,32.4,31.0,33.9
70 - 79 years,2,17,2020-10-14,2020-10-26,27.4,25.9,29.0
80 years and above,2,17,2020-10-14,2020-10-26,22.0,17.6,26.9
Male,2,17,2020-10-14,2020-10-26,32.1,30.9,33.4
Female,2,17,2020-10-14,2020-10-26,38.1,37.0,39.1
Hispanic or Latino,2,17,2020-10-14,2020-10-26,39.7,37.2,42.1
"Non-Hispanic White, single race",2,17,2020-10-14,2020-10-26,33.3,32.4,34.1
"Non-Hispanic Black, single race",2,17,2020-10-14,2020-10-26,36.7,34.3,39.3
"Non-Hispanic Asian, single race",2,17,2020-10-14,2020-10-26,35.8,32.8,38.9
"Non-Hispanic, other races and multiple races",2,17,2020-10-14,2020-10-26,45.6,41.7,49.6
Less than a high school diploma,2,17,2020-10-14,2020-10-26,35.8,31.5,40.2
High school diploma or GED,2,17,2020-10-14,2020-10-26,31.1,29.6,32.8
Some college/Associate's degree,2,17,2020-10-14,2020-10-26,37.7,36.6,38.8
Bachelor's degree or higher,2,17,2020-10-14,2020-10-26,36.4,35.5,37.3
