Subgroup,Phase,Time Period,Time Period Start Date,Time Period End Date,Value,Low CI,High CI
"Non-Hispanic, other races and multiple races",3,28,2021-04-14,2021-04-26,30.3,26.9,34.0
Less than a high school diploma,3,28,2021-04-14,2021-04-26,29.3,25.0,33.8
High school diploma or GED,3,28,2021-04-14,2021-04-26,20.3,18.9,21.7
Some college/Associate's degree,3,28,2021-04-14,2021-04-26,26.6,25.5,27.6
Bachelor's degree or higher,3,28,2021-04-14,2021-04-26,23.8,23.1,24.5
Alabama,3,28,2021-04-14,2021-04-26,22.0,17.7,26.7
Alaska,3,28,2021-04-14,2021-04-26,25.3,21.2,29.9
Arizona,3,28,2021-04-14,2021-04-26,25.1,21.8,28.7
Arkansas,3,28,2021-04-14,2021-04-26,19.8,16.2,23.8
California,3,28,2021-04-14,2021-04-26,30.9,28.2,33.7
Colorado,3,28,2021-04-14,2021-04-26,19.9,17.0,23.0
Connecticut,3,28,2021-04-14,2021-04-26,21.5,17.6,25.8
Delaware,3,28,2021-04-14,2021-04-26,30.2,23.3,37.7
District of Columbia,3,28,2021-04-14,2021-04-26,33.6,26.2,41.7
Florida,3,28,2021-04-14,2021-04-26,22.0,18.4,25.8
Georgia,3,28,2021-04-14,2021-04-26,23.2,19.2,27.6
Hawaii,3,28,2021-04-14,2021-04-26,21.7,17.0,27.1
Idaho,3,28,2021-04-14,2021-04-26,19.8,15.4,24.8
Illinois,3,28,2021-04-14,2021-04-26,23.5,20.2,27.0
Indiana,3,28,2021-04-14,2021-04-26,21.5,17.4,26.1
Iowa,3,28,2021-04-14,2021-04-26,16.8,12.9,21.4
Kansas,3,28,2021-04-14,2021-04-26,22.4,17.7,27.7
Kentucky,3,28,2021-04-14,2021-04-26,27.7,21.4,34.7
Louisiana,3,28,2021-04-14,2021-04-26,21.2,16.3,26.6
Maine,3,28,2021-04-14,2021-04-26,22.3,17.3,28.0
Maryland,3,28,2021-04-14,2021-04-26,26.1,22.4,30.0
Massachusetts,3,28,2021-04-14,2021-04-26,27.9,25.5,30.5
Michigan,3,28,2021-04-14,2021-04-26,28.7,24.6,33.0
Minnesota,3,28,2021-04-14,2021-04-26,21.4,18.0,25.0
Mississippi,3,28,2021-04-14,2021-04-26,17.0,12.0,23.0
Missouri,3,28,2021-04-14,2021-04-26,22.4,17.6,27.7
Montana,3,28,2021-04-14,2021-04-26,23.2,18.5,28.3
Nebraska,3,28,2021-04-14,2021-04-26,21.1,17.3,25.4
Nevada,3,28,2021-04-14,2021-04-26,24.3,19.9,29.2
New Hampshire,3,28,2021-04-14,2021-04-26,19.2,16.1,22.6
New Jersey,3,28,2021-04-14,2021-04-26,26.1,22.3,30.2
New Mexico,3,28,2021-04-14,2021-04-26,29.7,26.0,33.7
New York,3,28,2021-04-14,2021-04-26,24.3,20.8,28.1
North Carolina,3,28,2021-04-14,2021-04-26,21.7,17.0,26.9
North Dakota,3,28,2021-04-14,2021-04-26,18.1,13.0,24.2
Ohio,3,28,2021-04-14,2021-04-26,19.0,14.7,23.9
Oklahoma,3,28,2021-04-14,2021-04-26,20.3,16.3,24.7
Oregon,3,28,2021-04-14,2021-04-26,27.3,24.1,30.7
Pennsylvania,3,28,2021-04-14,2021-04-26,22.0,19.2,25.0
Rhode Island,3,28,2021-04-14,2021-04-26,27.3,21.9,33.2
South Carolina,3,28,2021-04-14,2021-04-26,13.0,9.9,16.6
South Dakota,3,28,2021-04-14,2021-04-26,16.4,12.0,21.6
Tennessee,3,28,2021-04-14,2021-04-26,22.5,18.2,27.2
Texas,3,28,2021-04-14,2021-04-26,26.0,22.3,30.0
Utah,3,28,2021-04-14,2021-04-26,16.1,12.3,20.4
Vermont,3,28,2021-04-14,2021-04-26,22.8,17.7,28.6
Virginia,3,28,2021-04-14,2021-04-26,21.4,18.2,25.0
Washington,3,28,2021-04-14,2021-04-26,24.9,22.6,27.2
West Virginia,3,28,2021-04-14,2021-04-26,24.9,20.0,30.3
Wisconsin,3,28,2021-04-14,2021-04-26,21.9,18.5,25.6
Wyoming,3,28,2021-04-14,2021-04-26,19.9,14.5,26.2
United States,3,29,2021-04-28,2021-05-10,22.5,21.8,23.3
18 - 29 years,3,29,2021-04-28,2021-05-10,23.6,21.4,26.0
30 - 39 years,3,29,2021-04-28,2021-05-10,25.7,24.0,27.5
40 - 49 years,3,29,2021-04-28,2021-05-10,23.7,22.4,25.0
50 - 59 years,3,29,2021-04-28,2021-05-10,24.8,23.3,26.3
60 - 69 years,3,29,2021-04-28,2021-05-10,20.9,19.5,22.4
70 - 79 years,3,29,2021-04-28,2021-05-10,15.4,14.0,16.9
80 years and above,3,29,2021-04-28,2021-05-10,15.9,11.4,21.2
Male,3,29,2021-04-28,2021-05-10,20.6,19.6,21.5
Female,3,29,2021-04-28,2021-05-10,24.3,23.4,25.2
Hispanic or Latino,3,29,2021-04-28,2021-05-10,27.3,24.9,29.8
"Non-Hispanic White, single race",3,29,2021-04-28,2021-05-10,20.5,19.8,21.2
"Non-Hispanic Black, single race",3,29,2021-04-28,2021-05-10,24.2,22.0,26.5
"Non-Hispanic Asian, single race",3,29,2021-04-28,2021-05-10,24.8,22.5,27.3
"Non-Hispanic, other races and multiple races",3,29,2021-04-28,2021-05-10,29.8,26.4,33.4
Less than a high school diploma,3,29,2021-04-28,2021-05-10,28.3,23.7,33.3
High school diploma or GED,3,29,2021-04-28,2021-05-10,19.6,17.9,21.4
Some college/Associate's degree,3,29,2021-04-28,2021-05-10,24.9,24.0,25.8
Bachelor's degree or higher,3,29,2021-04-28,2021-05-10,21.7,21.0,22.4
Alabama,3,29,2021-04-28,2021-05-10,21.1,17.0,25.6
Alaska,3,29,2021-04-28,2021-05-10,28.3,24.2,32.6
Arizona,3,29,2021-04-28,2021-05-10,24.2,21.1,27.5
Arkansas,3,29,2021-04-28,2021-05-10,21.4,17.1,26.2
California,3,29,2021-04-28,2021-05-10,29.6,26.9,32.4
Colorado,3,29,2021-04-28,2021-05-10,23.9,20.3,27.9
Connecticut,3,29,2021-04-28,2021-05-10,17.5,14.9,20.2
Delaware,3,29,2021-04-28,2021-05-10,23.2,19.0,27.9
District of Columbia,3,29,2021-04-28,2021-05-10,29.3,21.7,37.9
Florida,3,29,2021-04-28,2021-05-10,21.3,17.7,25.2
Georgia,3,29,2021-04-28,2021-05-10,20.8,18.0,23.8
Hawaii,3,29,2021-04-28,2021-05-10,23.8,17.9,30.6
Idaho,3,29,2021-04-28,2021-05-10,16.7,13.7,20.0
Illinois,3,29,2021-04-28,2021-05-10,19.7,17.0,22.6
Indiana,3,29,2021-04-28,2021-05-10,15.5,12.8,18.7
Iowa,3,29,2021-04-28,2021-05-10,15.1,12.4,18.1
Kansas,3,29,2021-04-28,2021-05-10,19.5,16.7,22.6
Kentucky,3,29,2021-04-28,2021-05-10,20.5,16.7,24.8
Louisiana,3,29,2021-04-28,2021-05-10,25.6,21.5,29.9
Maine,3,29,2021-04-28,2021-05-10,18.8,15.4,22.5
Maryland,3,29,2021-04-28,2021-05-10,22.6,19.8,25.7
Massachusetts,3,29,2021-04-28,2021-05-10,22.2,19.2,25.4
Michigan,3,29,2021-04-28,2021-05-10,23.6,20.3,27.2
Minnesota,3,29,2021-04-28,2021-05-10,18.0,15.2,21.1
Mississippi,3,29,2021-04-28,2021-05-10,17.3,12.5,23.1
Missouri,3,29,2021-04-28,2021-05-10,17.0,12.9,21.9
Montana,3,29,2021-04-28,2021-05-10,17.0,13.2,21.4
Nebraska,3,29,2021-04-28,2021-05-10,18.8,15.8,22.2
Nevada,3,29,2021-04-28,2021-05-10,23.3,19.8,27.1
New Hampshire,3,29,2021-04-28,2021-05-10,18.5,15.6,21.8
New Jersey,3,29,2021-04-28,2021-05-10,22.6,19.2,26.4
New Mexico,3,29,2021-04-28,2021-05-10,28.0,23.6,32.6
New York,3,29,2021-04-28,2021-05-10,21.9,18.0,26.2
North Carolina,3,29,2021-04-28,2021-05-10,23.2,19.0,27.8
North Dakota,3,29,2021-04-28,2021-05-10,18.9,14.2,24.3
Ohio,3,29,2021-04-28,2021-05-10,20.1,16.3,24.3
Oklahoma,3,29,2021-04-28,2021-05-10,23.5,19.2,28.2
Oregon,3,29,2021-04-28,2021-05-10,28.4,25.7,31.2
Pennsylvania,3,29,2021-04-28,2021-05-10,22.4,19.3,25.6
Rhode Island,3,29,2021-04-28,2021-05-10,20.5,16.7,24.8
South Carolina,3,29,2021-04-28,2021-05-10,17.8,14.2,21.8
South Dakota,3,29,2021-04-28,2021-05-10,23.8,18.2,30.3
Tennessee,3,29,2021-04-28,2021-05-10,22.5,18.4,27.1
Texas,3,29,2021-04-28,2021-05-10,24.5,21.7,27.5
Utah,3,29,2021-04-28,2021-05-10,18.4,16.1,20.9
Vermont,3,29,2021-04-28,2021-05-10,22.8,17.3,29.1
Virginia,3,29,2021-04-28,2021-05-10,20.5,17.3,24.1
Washington,3,29,2021-04-28,2021-05-10,24.4,21.6,27.3
West Virginia,3,29,2021-04-28,2021-05-10,18.9,14.7,23.7
Wisconsin,3,29,2021-04-28,2021-05-10,17.2,14.2,20.5
Wyoming,3,29,2021-04-28,2021-05-10,14.8,10.2,20.3
United States,3,30,2021-05-12,2021-05-24,21.5,20.8,22.1
18 - 29 years,3,30,2021-05-12,2021-05-24,24.1,21.8,26.6
30 - 39 years,3,30,2021-05-12,2021-05-24,25.3,23.6,27.2
40 - 49 years,3,30,2021-05-12,2021-05-24,22.2,20.5,24.0
50 - 59 years,3,30,2021-05-12,2021-05-24,22.5,21.2,23.8
60 - 69 years,3,30,2021-05-12,2021-05-24,18.5,17.2,20.0
70 - 79 years,3,30,2021-05-12,2021-05-24,15.9,14.4,17.4
80 years and above,3,30,2021-05-12,2021-05-24,14.8,11.4,18.8
Male,3,30,2021-05-12,2021-05-24,19.0,18.2,19.9
Female,3,30,2021-05-12,2021-05-24,23.7,22.9,24.6
Hispanic or Latino,3,30,2021-05-12,2021-05-24,28.0,25.3,30.9
"Non-Hispanic White, single race",3,30,2021-05-12,2021-05-24,18.8,18.1,19.6
"Non-Hispanic Black, single race",3,30,2021-05-12,2021-05-24,24.4,22.2,26.6
"Non-Hispanic Asian, single race",3,30,2021-05-12,2021-05-24,25.5,22.8,28.4
"Non-Hispanic, other races and multiple races",3,30,2021-05-12,2021-05-24,27.5,24.2,31.0
Less than a high school diploma,3,30,2021-05-12,2021-05-24,26.3,21.3,31.7
High school diploma or GED,3,30,2021-05-12,2021-05-24,18.9,17.6,20.3
Some college/Associate's degree,3,30,2021-05-12,2021-05-24,24.0,22.8,25.2
Bachelor's degree or higher,3,30,2021-05-12,2021-05-24,20.5,19.7,21.3
Alabama,3,30,2021-05-12,2021-05-24,23.0,18.0,28.5
Alaska,3,30,2021-05-12,2021-05-24,25.2,21.4,29.2
Arizona,3,30,2021-05-12,2021-05-24,21.6,18.7,24.7
Arkansas,3,30,2021-05-12,2021-05-24,18.7,13.8,24.5
California,3,30,2021-05-12,2021-05-24,27.7,24.9,30.7
Colorado,3,30,2021-05-12,2021-05-24,19.0,15.8,22.4
Connecticut,3,30,2021-05-12,2021-05-24,25.3,21.3,29.7
Delaware,3,30,2021-05-12,2021-05-24,20.0,15.4,25.3
District of Columbia,3,30,2021-05-12,2021-05-24,26.1,21.1,31.6
Florida,3,30,2021-05-12,2021-05-24,21.2,18.1,24.5
Georgia,3,30,2021-05-12,2021-05-24,20.5,15.9,25.7
Hawaii,3,30,2021-05-12,2021-05-24,18.8,14.0,24.5
Idaho,3,30,2021-05-12,2021-05-24,17.3,13.8,21.2
Illinois,3,30,2021-05-12,2021-05-24,18.6,15.7,21.7
Indiana,3,30,2021-05-12,2021-05-24,17.9,15.2,20.9
Iowa,3,30,2021-05-12,2021-05-24,17.7,14.1,21.7
Kansas,3,30,2021-05-12,2021-05-24,15.3,12.1,18.9
Kentucky,3,30,2021-05-12,2021-05-24,22.2,17.1,27.9
Louisiana,3,30,2021-05-12,2021-05-24,18.5,14.7,22.7
Maine,3,30,2021-05-12,2021-05-24,18.7,13.4,24.9
Maryland,3,30,2021-05-12,2021-05-24,22.6,18.7,26.8
Massachusetts,3,30,2021-05-12,2021-05-24,23.8,20.5,27.3
Michigan,3,30,2021-05-12,2021-05-24,21.6,18.6,24.8
Minnesota,3,30,2021-05-12,2021-05-24,18.2,15.3,21.4
Mississippi,3,30,2021-05-12,2021-05-24,19.4,15.1,24.2
Missouri,3,30,2021-05-12,2021-05-24,15.1,12.6,17.9
Montana,3,30,2021-05-12,2021-05-24,22.3,16.0,29.8
Nebraska,3,30,2021-05-12,2021-05-24,15.7,12.2,19.8
Nevada,3,30,2021-05-12,2021-05-24,18.8,15.5,22.6
New Hampshire,3,30,2021-05-12,2021-05-24,13.7,10.2,18.0
New Jersey,3,30,2021-05-12,2021-05-24,24.8,21.4,28.4
New Mexico,3,30,2021-05-12,2021-05-24,27.2,23.0,31.7
New York,3,30,2021-05-12,2021-05-24,23.9,19.9,28.2
North Carolina,3,30,2021-05-12,2021-05-24,19.1,15.9,22.7
North Dakota,3,30,2021-05-12,2021-05-24,15.6,10.6,21.9
Ohio,3,30,2021-05-12,2021-05-24,21.9,18.4,25.9
Oklahoma,3,30,2021-05-12,2021-05-24,19.9,15.4,25.0
Oregon,3,30,2021-05-12,2021-05-24,27.2,25.0,29.4
Pennsylvania,3,30,2021-05-12,2021-05-24,20.9,17.5,24.5
Rhode Island,3,30,2021-05-12,2021-05-24,17.7,13.1,23.0
South Carolina,3,30,2021-05-12,2021-05-24,18.3,14.2,22.9
South Dakota,3,30,2021-05-12,2021-05-24,15.5,10.8,21.3
Tennessee,3,30,2021-05-12,2021-05-24,17.5,14.3,21.2
Texas,3,30,2021-05-12,2021-05-24,21.5,18.9,24.4
Utah,3,30,2021-05-12,2021-05-24,15.6,13.0,18.5
Vermont,3,30,2021-05-12,2021-05-24,15.6,11.9,19.9
Virginia,3,30,2021-05-12,2021-05-24,23.2,20.2,26.3
Washington,3,30,2021-05-12,2021-05-24,21.8,19.3,24.5
West Virginia,3,30,2021-05-12,2021-05-24,16.9,13.4,20.8
Wisconsin,3,30,2021-05-12,2021-05-24,14.9,12.1,18.1
Wyoming,3,30,2021-05-12,2021-05-24,13.1,9.0,18.3
United States,3,31,2021-05-26,2021-06-07,20.2,19.5,20.9
18 - 29 years,3,31,2021-05-26,2021-06-07,21.8,19.2,24.5
30 - 39 years,3,31,2021-05-26,2021-06-07,24.5,22.8,26.3
40 - 49 years,3,31,2021-05-26,2021-06-07,20.5,19.0,22.1
50 - 59 years,3,31,2021-05-26,2021-06-07,22.1,20.6,23.6
60 - 69 years,3,31,2021-05-26,2021-06-07,18.3,16.9,19.8
70 - 79 years,3,31,2021-05-26,2021-06-07,13.0,11.6,14.6
80 years and above,3,31,2021-05-26,2021-06-07,11.0,8.4,14.1
Male,3,31,2021-05-26,2021-06-07,18.2,17.2,19.2
Female,3,31,2021-05-26,2021-06-07,22.0,21.2,22.9
Hispanic or Latino,3,31,2021-05-26,2021-06-07,26.8,24.6,29.0
"Non-Hispanic White, single race",3,31,2021-05-26,2021-06-07,17.5,16.8,18.2
"Non-Hispanic Black, single race",3,31,2021-05-26,2021-06-07,21.9,19.9,24.0
"Non-Hispanic Asian, single race",3,31,2021-05-26,2021-06-07,22.2,19.7,24.9
"Non-Hispanic, other races and multiple races",3,31,2021-05-26,2021-06-07,32.0,29.0,35.1
Less than a high school diploma,3,31,2021-05-26,2021-06-07,31.1,26.0,36.6
High school diploma or GED,3,31,2021-05-26,2021-06-07,18.3,16.8,19.8
Some college/Associate's degree,3,31,2021-05-26,2021-06-07,21.3,20.4,22.2
Bachelor's degree or higher,3,31,2021-05-26,2021-06-07,18.8,18.0,19.7
Alabama,3,31,2021-05-26,2021-06-07,23.1,18.2,28.6
Alaska,3,31,2021-05-26,2021-06-07,19.3,15.6,23.4
Arizona,3,31,2021-05-26,2021-06-07,19.3,16.4,22.5
Arkansas,3,31,2021-05-26,2021-06-07,15.2,11.0,20.2
California,3,31,2021-05-26,2021-06-07,25.9,23.4,28.4
Colorado,3,31,2021-05-26,2021-06-07,19.1,15.6,23.0
Connecticut,3,31,2021-05-26,2021-06-07,16.0,12.3,20.3
Delaware,3,31,2021-05-26,2021-06-07,22.7,17.9,28.0
District of Columbia,3,31,2021-05-26,2021-06-07,27.2,21.8,33.1
Florida,3,31,2021-05-26,2021-06-07,17.8,15.2,20.6
Georgia,3,31,2021-05-26,2021-06-07,19.8,15.1,25.2
Hawaii,3,31,2021-05-26,2021-06-07,20.8,15.6,26.8
Idaho,3,31,2021-05-26,2021-06-07,15.3,12.3,18.8
Illinois,3,31,2021-05-26,2021-06-07,23.0,18.4,28.2
Indiana,3,31,2021-05-26,2021-06-07,18.2,15.1,21.6
Iowa,3,31,2021-05-26,2021-06-07,12.9,9.6,16.7
Kansas,3,31,2021-05-26,2021-06-07,17.7,14.2,21.7
Kentucky,3,31,2021-05-26,2021-06-07,17.1,13.6,21.1
Louisiana,3,31,2021-05-26,2021-06-07,16.9,12.9,21.6
Maine,3,31,2021-05-26,2021-06-07,20.4,14.9,26.7
Maryland,3,31,2021-05-26,2021-06-07,20.1,16.6,23.9
Massachusetts,3,31,2021-05-26,2021-06-07,24.3,20.6,28.3
Michigan,3,31,2021-05-26,2021-06-07,16.5,14.0,19.4
Minnesota,3,31,2021-05-26,2021-06-07,19.4,17.3,21.7
Mississippi,3,31,2021-05-26,2021-06-07,18.2,13.3,24.1
Missouri,3,31,2021-05-26,2021-06-07,15.9,12.5,19.6
Montana,3,31,2021-05-26,2021-06-07,17.1,11.7,23.7
Nebraska,3,31,2021-05-26,2021-06-07,16.4,12.3,21.2
Nevada,3,31,2021-05-26,2021-06-07,24.0,19.1,29.5
New Hampshire,3,31,2021-05-26,2021-06-07,17.5,13.4,22.3
New Jersey,3,31,2021-05-26,2021-06-07,24.0,20.0,28.4
New Mexico,3,31,2021-05-26,2021-06-07,24.3,20.1,28.9
New York,3,31,2021-05-26,2021-06-07,18.9,15.2,23.1
North Carolina,3,31,2021-05-26,2021-06-07,18.4,13.7,23.9
North Dakota,3,31,2021-05-26,2021-06-07,13.6,9.0,19.4
Ohio,3,31,2021-05-26,2021-06-07,16.6,13.7,19.8
Oklahoma,3,31,2021-05-26,2021-06-07,21.3,17.0,26.2
Oregon,3,31,2021-05-26,2021-06-07,23.5,20.5,26.6
Pennsylvania,3,31,2021-05-26,2021-06-07,13.8,11.3,16.5
Rhode Island,3,31,2021-05-26,2021-06-07,22.7,15.2,31.8
South Carolina,3,31,2021-05-26,2021-06-07,17.5,13.4,22.3
South Dakota,3,31,2021-05-26,2021-06-07,13.2,8.7,18.9
Tennessee,3,31,2021-05-26,2021-06-07,17.1,13.2,21.5
Texas,3,31,2021-05-26,2021-06-07,23.2,20.1,26.7
Utah,3,31,2021-05-26,2021-06-07,16.0,13.5,18.8
Vermont,3,31,2021-05-26,2021-06-07,20.4,13.9,28.3
Virginia,3,31,2021-05-26,2021-06-07,20.3,16.8,24.2
Washington,3,31,2021-05-26,2021-06-07,26.6,23.1,30.4
West Virginia,3,31,2021-05-26,2021-06-07,18.5,13.6,24.4
Wisconsin,3,31,2021-05-26,2021-06-07,16.3,13.0,20.0
Wyoming,3,31,2021-05-26,2021-06-07,14.6,8.3,23.0
United States,3,32,2021-06-09,2021-06-21,19.5,18.9,20.1
18 - 29 years,3,32,2021-06-09,2021-06-21,23.3,20.6,26.1
30 - 39 years,3,32,2021-06-09,2021-06-21,23.0,21.6,24.5
40 - 49 years,3,32,2021-06-09,2021-06-21,22.2,20.7,23.7
50 - 59 years,3,32,2021-06-09,2021-06-21,20.4,18.8,22.0
60 - 69 years,3,32,2021-06-09,2021-06-21,16.3,15.1,17.7
70 - 79 years,3,32,2021-06-09,2021-06-21,11.8,10.2,13.6
80 years and above,3,32,2021-06-09,2021-06-21,9.1,6.5,12.3
Male,3,32,2021-06-09,2021-06-21,18.1,17.1,19.2
Female,3,32,2021-06-09,2021-06-21,20.8,20.0,21.6
Hispanic or Latino,3,32,2021-06-09,2021-06-21,26.5,23.8,29.2
"Non-Hispanic White, single race",3,32,2021-06-09,2021-06-21,16.8,16.2,17.4
"Non-Hispanic Black, single race",3,32,2021-06-09,2021-06-21,22.6,20.3,25.0
"Non-Hispanic Asian, single race",3,32,2021-06-09,2021-06-21,23.2,20.2,26.3
"Non-Hispanic, other races and multiple races",3,32,2021-06-09,2021-06-21,25.4,22.3,28.6
Less than a high school diploma,3,32,2021-06-09,2021-06-21,23.5,19.3,28.2
High school diploma or GED,3,32,2021-06-09,2021-06-21,18.7,17.2,20.3
Some college/Associate's degree,3,32,2021-06-09,2021-06-21,22.0,20.8,23.1
Bachelor's degree or higher,3,32,2021-06-09,2021-06-21,17.3,16.7,18.0
Alabama,3,32,2021-06-09,2021-06-21,22.6,17.3,28.6
Alaska,3,32,2021-06-09,2021-06-21,22.9,17.6,29.0
Arizona,3,32,2021-06-09,2021-06-21,21.7,18.5,25.1
Arkansas,3,32,2021-06-09,2021-06-21,12.8,8.7,17.9
California,3,32,2021-06-09,2021-06-21,25.9,23.2,28.8
Colorado,3,32,2021-06-09,2021-06-21,19.3,15.9,23.2
Connecticut,3,32,2021-06-09,2021-06-21,17.7,13.8,22.3
Delaware,3,32,2021-06-09,2021-06-21,22.0,17.3,27.3
District of Columbia,3,32,2021-06-09,2021-06-21,20.3,13.7,28.4
Florida,3,32,2021-06-09,2021-06-21,18.3,15.8,21.1
Georgia,3,32,2021-06-09,2021-06-21,17.7,14.5,21.2
Hawaii,3,32,2021-06-09,2021-06-21,19.9,13.3,28.1
Idaho,3,32,2021-06-09,2021-06-21,14.7,11.1,18.9
Illinois,3,32,2021-06-09,2021-06-21,17.8,14.6,21.5
Indiana,3,32,2021-06-09,2021-06-21,16.5,13.0,20.4
Iowa,3,32,2021-06-09,2021-06-21,15.2,11.2,20.0
Kansas,3,32,2021-06-09,2021-06-21,16.8,12.5,21.7
Kentucky,3,32,2021-06-09,2021-06-21,19.1,14.6,24.2
Louisiana,3,32,2021-06-09,2021-06-21,15.5,11.3,20.5
Maine,3,32,2021-06-09,2021-06-21,17.2,12.6,22.6
Maryland,3,32,2021-06-09,2021-06-21,19.5,16.3,22.9
Massachusetts,3,32,2021-06-09,2021-06-21,18.2,15.6,21.0
Michigan,3,32,2021-06-09,2021-06-21,16.5,14.1,19.2
Minnesota,3,32,2021-06-09,2021-06-21,19.4,16.7,22.3
Mississippi,3,32,2021-06-09,2021-06-21,18.4,13.8,23.8
Missouri,3,32,2021-06-09,2021-06-21,17.9,13.8,22.7
Montana,3,32,2021-06-09,2021-06-21,17.9,13.5,23.0
Nebraska,3,32,2021-06-09,2021-06-21,14.1,11.3,17.2
Nevada,3,32,2021-06-09,2021-06-21,18.9,15.6,22.7
New Hampshire,3,32,2021-06-09,2021-06-21,18.0,14.5,22.0
New Jersey,3,32,2021-06-09,2021-06-21,21.4,17.1,26.1
New Mexico,3,32,2021-06-09,2021-06-21,27.2,22.4,32.4
New York,3,32,2021-06-09,2021-06-21,21.4,17.9,25.2
North Carolina,3,32,2021-06-09,2021-06-21,20.7,17.2,24.5
North Dakota,3,32,2021-06-09,2021-06-21,21.3,16.1,27.4
Ohio,3,32,2021-06-09,2021-06-21,14.0,11.0,17.6
Oklahoma,3,32,2021-06-09,2021-06-21,20.4,16.2,25.1
Oregon,3,32,2021-06-09,2021-06-21,23.2,19.7,26.9
Pennsylvania,3,32,2021-06-09,2021-06-21,18.2,15.5,21.2
Rhode Island,3,32,2021-06-09,2021-06-21,24.6,17.0,33.6
South Carolina,3,32,2021-06-09,2021-06-21,19.0,14.6,24.1
South Dakota,3,32,2021-06-09,2021-06-21,14.6,10.2,20.0
Tennessee,3,32,2021-06-09,2021-06-21,18.0,13.8,22.9
Texas,3,32,2021-06-09,2021-06-21,19.4,17.1,22.0
Utah,3,32,2021-06-09,2021-06-21,16.3,13.4,19.5
Vermont,3,32,2021-06-09,2021-06-21,16.9,12.1,22.6
Virginia,3,32,2021-06-09,2021-06-21,16.1,13.9,18.6
Washington,3,32,2021-06-09,2021-06-21,22.3,19.7,25.0
West Virginia,3,32,2021-06-09,2021-06-21,20.4,14.5,27.4
Wisconsin,3,32,2021-06-09,2021-06-21,14.0,10.6,17.9
Wyoming,3,32,2021-06-09,2021-06-21,17.3,12.2,23.5
United States,3,33,2021-06-23,2021-07-05,18.6,17.8,19.5
18 - 29 years,3,33,2021-06-23,2021-07-05,24.6,21.2,28.2
30 - 39 years,3,33,2021-06-23,2021-07-05,22.2,20.5,24.0
40 - 49 years,3,33,2021-06-23,2021-07-05,19.9,18.6,21.3
50 - 59 years,3,33,2021-06-23,2021-07-05,19.0,17.3,20.8
60 - 69 years,3,33,2021-06-23,2021-07-05,14.9,13.6,16.2
70 - 79 years,3,33,2021-06-23,2021-07-05,11.6,10.1,13.1
80 years and above,3,33,2021-06-23,2021-07-05,11.0,8.0,14.6
Male,3,33,2021-06-23,2021-07-05,16.7,15.6,17.9
Female,3,33,2021-06-23,2021-07-05,20.3,19.5,21.2
Hispanic or Latino,3,33,2021-06-23,2021-07-05,24.2,21.4,27.1
"Non-Hispanic White, single race",3,33,2021-06-23,2021-07-05,16.3,15.6,17.0
"Non-Hispanic Black, single race",3,33,2021-06-23,2021-07-05,21.6,19.5,23.9
"Non-Hispanic Asian, single race",3,33,2021-06-23,2021-07-05,20.9,17.3,24.8
"Non-Hispanic, other races and multiple races",3,33,2021-06-23,2021-07-05,25.5,21.9,29.4
Less than a high school diploma,3,33,2021-06-23,2021-07-05,25.0,20.0,30.6
High school diploma or GED,3,33,2021-06-23,2021-07-05,17.6,16.3,19.0
Some college/Associate's degree,3,33,2021-06-23,2021-07-05,20.9,19.8,22.1
Bachelor's degree or higher,3,33,2021-06-23,2021-07-05,16.2,15.4,17.0
Alabama,3,33,2021-06-23,2021-07-05,18.7,14.5,23.4
Alaska,3,33,2021-06-23,2021-07-05,16.1,13.1,19.4
Arizona,3,33,2021-06-23,2021-07-05,19.4,16.3,22.7
Arkansas,3,33,2021-06-23,2021-07-05,17.5,12.7,23.1
California,3,33,2021-06-23,2021-07-05,23.9,21.3,26.7
Colorado,3,33,2021-06-23,2021-07-05,17.8,14.9,20.9
Connecticut,3,33,2021-06-23,2021-07-05,13.9,11.3,16.9
Delaware,3,33,2021-06-23,2021-07-05,20.5,14.4,27.7
District of Columbia,3,33,2021-06-23,2021-07-05,22.3,16.9,28.5
Florida,3,33,2021-06-23,2021-07-05,15.5,12.8,18.6
Georgia,3,33,2021-06-23,2021-07-05,18.4,15.3,21.8
Hawaii,3,33,2021-06-23,2021-07-05,18.3,12.3,25.6
Idaho,3,33,2021-06-23,2021-07-05,14.0,11.4,17.1
Illinois,3,33,2021-06-23,2021-07-05,15.5,12.6,18.9
Indiana,3,33,2021-06-23,2021-07-05,15.9,12.9,19.2
Iowa,3,33,2021-06-23,2021-07-05,12.8,9.2,17.1
Kansas,3,33,2021-06-23,2021-07-05,13.0,9.9,16.7
Kentucky,3,33,2021-06-23,2021-07-05,13.7,10.4,17.7
Louisiana,3,33,2021-06-23,2021-07-05,18.8,14.1,24.3
Maine,3,33,2021-06-23,2021-07-05,15.9,12.1,20.2
Maryland,3,33,2021-06-23,2021-07-05,22.1,18.7,25.7
Massachusetts,3,33,2021-06-23,2021-07-05,18.3,15.4,21.6
Michigan,3,33,2021-06-23,2021-07-05,18.7,15.2,22.7
Minnesota,3,33,2021-06-23,2021-07-05,13.7,10.5,17.5
Mississippi,3,33,2021-06-23,2021-07-05,18.4,14.1,23.4
Missouri,3,33,2021-06-23,2021-07-05,14.1,11.2,17.4
Montana,3,33,2021-06-23,2021-07-05,14.2,10.4,18.7
